#OTU ID	0CR1	0CRR	0HR1	0L3	0SR1	12CL1	12CL2	12CL3	12CL4g	12CL4	12CO1	12CO3	12CR1	12CR2	12CR3	12CR4	12H01	12HL1	12HL2	12HL3g	12HL3-strich	12HR1	12HR2	12HR3	12S02	12SL1	12SL2	12SL3	12SO1	12SO3	12SR1	12SR2	12SR3	3CL1	3CL2	3CL3	3CR1	3CR2	3CR3	3HL1	3HL2	3HR1	3HR2	3SL1	3SL2	3SL3	3SR1	3SR2	3SR3	6CL1	6CL2	6CL3	6CR1	6CR2	6CR3	6HL1	6HL2	6HL3	6HR1	6HR2	6HR3	6SL1	6SL2	6SL3	6SR1	6SR2	6SR3	9CL1	9CL2	9CL3	9CR1	9CR2	9CR3	9HL1	9HL2	9HL3	9HR1	9HR2	9HR3	9SL1	9SL2	9SR1	9SR2	9SR3	C-day-1	C-day-2a	C-day-2b	C-day-2c	C-day-3	C-day-4	CF	Mock1-L	Mock1-R	NC01	NC02	NC03	NC04	NC05	NC06	NC07	NC08	NC09	NC10	NC11	NC12	NC13	OL1	Consensus Lineage
ZOTU442	6	0	22	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
ZOTU464	4	0	26	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
ZOTU216	9	0	64	0	3	0	0	0	0	0	1	12	0	0	0	0	9	0	0	0	0	0	0	0	5	0	0	0	8	12	0	0	0	0	0	0	4	0	2	0	0	19	3	0	0	0	1	0	2	0	0	0	1	0	1	0	0	0	2	0	2	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__uncultured_bacterium
ZOTU8	4	48	2	23	9	1	2	33	2	0	3	1	544	610	11	402	1	4	3	3	95	2778	3120	3471	1	19	50	3	10	7	1880	3345	1342	1	1	1	815	667	604	4	2	836	1053	371	2	1	4089	1552	737	1	0	1	3123	1556	1522	0	1	1	2299	2954	3304	1	0	3	2500	4382	1961	0	56	0	1082	1117	371	1	0	1	5919	4266	2737	0	0	4836	3847	2630	4	0	0	1	1	0	19	2	1	1	0	0	0	0	0	0	0	1	1	0	2	0	1	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
ZOTU438	1	2	1	0	3	0	0	1	1	0	4	6	5	16	1	5	4	0	0	0	0	46	46	43	0	1	3	0	23	1	40	32	36	1	1	0	39	26	36	0	0	160	37	10	1	0	107	40	21	0	0	0	119	42	36	0	0	0	42	72	58	0	3	0	23	40	23	0	0	1	49	40	12	0	1	0	61	46	36	0	0	51	32	35	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
ZOTU198	5	0	25	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	44	34	0	0	0	0	0	0	49	15	29	0	0	21	2	0	0	0	0	0	0	0	0	0	4	4	1	0	0	0	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
ZOTU433	20	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
ZOTU396	4	0	33	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
ZOTU274	1	0	0	0	33	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	40	25	0	0	0	0	0	0	13	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
ZOTU231	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Rothia; s__
ZOTU123	1	0	1	3	0	0	2	0	0	0	285	0	0	0	3	0	0	22	7	0	100	0	0	0	0	7	0	0	0	0	0	0	0	127	77	0	0	0	0	0	0	0	0	0	0	155	0	0	1	2	0	0	0	0	0	0	79	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	18	38	0	0	0	1	0	0	0	0	0	155	1	0	0	1	15	0	14	0	0	0	0	0	1	127	1	0	0	0	0	107	32	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
ZOTU401	12	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Weissella; s__
ZOTU338	1	0	47	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
ZOTU18	2	159	2	63	0	47	446	72	1196	48	0	3647	4	1	6	0	21	467	213	449	334	4	0	0	0	148	24	128	2	1	10	2	2	1270	1017	1343	0	0	1	271	1928	2	1	1	2470	1136	1	1	0	43	138	1204	0	2	0	271	525	457	1	0	4	1782	338	274	2	4	1	34	464	173	2	2	1	14	2779	267	1	0	1	2	39	0	1	0	439	657	1163	703	1142	545	18	73	80	506	3493	630	15	7	476	1870	554	72	29	37	101	383	3	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__
ZOTU11	2	1	0	31	3	1685	340	1703	7	1658	3	1	283	292	8	202	1	3877	1227	2590	641	28	20	9	0	7841	251	1661	4	4	754	228	662	4	0	3	126	67	89	6	10	44	35	208	10	1	108	80	21	5193	29	1	1128	627	598	158	81	179	117	272	273	409	797	460	212	380	294	10278	9898	3021	465	569	380	20	100	717	69	65	30	1432	564	678	1054	922	6	1	0	3	0	0	4	5	0	0	8	1	3	1	0	0	1	2	1	2	2	4	11	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
ZOTU68	1	0	758	0	1	0	238	0	0	0	0	0	0	0	0	0	1	0	11	0	0	10	16	19	0	0	0	49	0	1	0	0	0	0	0	0	0	0	0	0	0	868	92	0	0	0	0	0	42	0	4	0	0	0	0	0	0	0	272	512	490	0	0	1	0	0	1	0	0	0	0	2	0	11	0	0	372	152	30	0	0	1	0	0	0	0	0	931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	 k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__; f__; g__; s__
ZOTU54	1	16	1	7	0	50	297	27	0	30	1	0	0	2	3	0	0	74	21	123	145	0	0	0	0	28	44	5	0	1	7	0	0	908	6	1013	0	1	0	136	292	0	1	0	1	64	0	0	0	19	95	671	0	0	0	77	178	4	0	0	0	260	254	90	1	0	1	41	95	23	1	0	1	0	0	136	0	0	0	1	1	1	0	1	619	0	240	0	70	36	1	16	0	291	30	42	4	7	447	388	13	0	9	4	0	245	5	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__; g__; s__
ZOTU173	1	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	21	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	14	20	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
ZOTU15	4	28	1	11	3	1	1	100	0	6	0	2	189	189	5	127	2	3	8	1	0	1420	1599	1731	3	125	171	0	26	3	1599	888	1287	0	1	1	810	635	891	1	3	3319	967	134	0	3	2619	1052	772	17	2	1	2436	1554	1061	0	0	1	1686	1876	1754	216	279	0	687	974	897	0	97	83	1509	1674	678	15	1	2	2047	1666	914	23	44	1026	810	841	1	2	0	1	1	0	59	2	1	2	2	0	0	0	1	0	0	37	1	0	0	0	7	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
ZOTU104	1	0	0	0	0	0	0	0	0	0	0	0	0	81	0	83	657	0	0	0	0	1	14	20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	181	0	0	0	0	1	0	0	0	179	0	0	0	0	0	3	21	4	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	2	76	183	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acetobacter; s__
ZOTU245	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
ZOTU212	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__
ZOTU140	2	8	0	0	0	0	0	0	0	0	634	56	0	0	0	0	202	0	0	0	0	0	0	0	3	12	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
ZOTU10	1	159	6	37	2	161	756	371	1709	64	2	0	1	0	39	0	1	685	261	665	609	0	1	1	0	323	165	311	3	1	244	3	1	6265	1195	5460	3	3	1	552	4115	10	5	5	5314	1505	0	2	1	48	580	1826	1	0	1	374	515	724	1	0	6	1459	807	171	2	6	1	135	567	376	2	2	23	22	5096	1125	0	1	2	13	62	3	1	1	1195	2365	2737	1057	3504	1642	21	153	39	1448	4326	2657	28	41	1707	3261	1675	60	153	74	2236	1693	88	 k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__; s__
ZOTU320	1	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	20	19	0	0	0	0	0	0	6	1	5	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
ZOTU298	1	0	0	0	0	0	0	0	0	0	7	66	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	6	0	0	1	0	0	0	0	0	0	0	0	0	0	7	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
ZOTU116	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	748	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
ZOTU66	2	0	0	0	0	0	0	0	0	0	3382	2105	1	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__
ZOTU21	1	60	1	109	1	212	7	232	1	471	2	1	1553	1021	0	1543	0	126	6	502	371	184	74	254	1	736	110	296	3	0	439	26	816	2	0	1	97	32	92	0	0	186	40	913	0	1	222	100	23	694	28	1	1314	377	932	1076	52	67	620	1116	1312	88	250	7	309	301	355	513	391	89	920	973	1180	946	2	1391	1922	1708	856	505	424	414	602	1433	2	1	2	1	0	1	23	2	0	0	0	0	2	1	0	0	0	0	2	0	0	0	47	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Providencia; s__
ZOTU3	3	10	5	5	2	2984	2124	7303	1382	9650	17	0	6943	10926	3	8740	1	2673	3086	6029	6317	12605	8641	7890	0	2986	816	988	5	16	935	10	1536	2	4	6	22	2	22	4	3	4	2	6156	19	11	17	9	9	1088	261	160	3760	1557	1836	1624	8934	2424	374	2920	2106	397	3586	2268	38	130	258	10644	1026	3924	11939	7325	5879	651	1	6282	10576	10928	4442	2554	1706	73	423	2345	13	8	4	6	3	0	4	7	0	2	5	3	1	1	4	5	3	6	8	3	4	15	4	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Dysgonomonas; s__
ZOTU446	2	0	15	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	12	10	25	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	30	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
ZOTU405	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__; s__
ZOTU177	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae_1; g__Clostridium_sensu_stricto_1; s__uncultured_bacterium
ZOTU70	6	0	4724	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	414	29	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	15	20	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
ZOTU217	1	0	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Duganella; s__
ZOTU37	2	33	0	27	2	2	63	139	1047	5	3	0	0	1	0	0	0	274	59	73	664	0	0	1	0	30	34	42	0	0	68	1	0	377	311	1127	2	0	1	66	518	0	0	0	226	1230	0	1	0	2	163	0	0	0	1	36	254	92	0	0	0	335	612	294	0	2	1	36	103	173	1	0	4	16	0	444	0	0	1	5	5	0	1	0	2	354	126	561	149	141	16	32	32	378	594	170	3	11	396	1196	1279	9	95	6	722	112	38	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Lysinibacillus; s__
ZOTU186	1	0	3	1	0	0	0	0	0	0	286	152	0	0	0	0	0	1	3	0	0	84	48	14	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	7	7	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
ZOTU408	2	0	2	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	5	0	0	0	0	0	0	2	0	7	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__
ZOTU372	1	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	9	16	0	0	0	0	0	0	19	1	6	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc; s__
ZOTU390	1	0	19	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
ZOTU79	1	0	0	0	0	0	0	0	0	0	2019	928	0	0	0	0	0	0	0	0	0	2	1	0	4	164	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
ZOTU75	1	29	0	0	1	1	442	0	1	0	13	0	0	0	0	0	0	103	1	106	185	0	0	0	0	42	0	10	1	0	13	0	0	282	214	425	0	0	0	18	0	0	0	1	138	256	0	0	0	1	5	29	0	0	0	221	3	0	0	0	0	14	0	39	0	0	0	0	1	0	2	0	0	1	134	51	0	0	1	5	4	0	1	2	0	3	112	73	1	232	1	34	15	0	1	0	0	0	266	35	1	0	7	0	1	239	15	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia; s__
ZOTU326	1	0	1	0	1	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
ZOTU342	1	0	0	1	0	0	0	0	0	0	2	4	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
ZOTU27	1	31	1	145	0	12	0	2	484	25	2	3	1338	1574	1	324	4	494	76	6	3760	2595	2726	1104	0	214	155	861	0	0	559	6	1136	0	0	0	8	15	23	0	0	104	14	812	1	1	23	20	11	0	0	0	442	237	136	312	8	295	234	458	777	5	2	39	19	6	258	74	218	1	435	743	1510	46	1	433	685	572	211	331	529	79	161	869	0	0	0	0	0	0	15	3	0	0	1	1	0	0	1	1	2	1	2	0	2	0	4	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Morganella; s__
ZOTU105	1	0	31	0	0	8	0	0	0	0	8	0	0	0	0	0	0	104	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	456	0	0	0	0	0	4	0	0	284	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
